PID,Parcel Address,BUILDING TYPE,STYLE,QUALITY,QUALITY digital, YEAR BUILT,MAIN AND UPPER LIVING AREA,BASEMENT AREA,PARCEL SIZE SQ FT,PARCEL SIZE ACRES,VIEW,WATERFRONT,SALE DATE,ORIGINAL SALE AMOUNT,ADJUSTED SALE AMOUNT,ASSESSOR NH (REFERENCE NO),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273955000,23808 NE 426TH ST AMBOY,CONVENTIONAL,BI-LEVEL (SPLIT ENTRY),3,3,1997,1332,1152,435600,10.00,,,10/12/2021,"$675,000","$710,438",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279035000,22101 NE WH GARNER RD YACOLT,CONVENTIONAL,RANCH,2,2,1935,1104,,43560,1.00,,,1/22/2021,"$330,000","$399,300",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276844000,37908 NE ELLIOTT RD YACOLT,CONVENTIONAL,RANCH,2,2,1943,1202,,883832,20.29,,,7/15/2021,"$463,000","$511,615",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231585000,25811 NE CC LANDON RD YACOLT,CONVENTIONAL,RANCH,2,2,1945,1512,,41382,0.95,VIEW FAIR,,11/23/2021,"$390,000","$403,650",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229417000,28617 NE YACOLT VIEW RD YACOLT,CONVENTIONAL,RANCH,2,2,1953,1079,,348480,8.00,,,5/5/2021,"$500,000","$570,000",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276626000,38611 NE AMBOY RD YACOLT,CONVENTIONAL,RANCH,2,2,1954,1040,,224770,5.16,,,6/1/2021,"$400,000","$449,000",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276381000,39614 NE 216TH AVE AMBOY,CONVENTIONAL,RANCH,2,2,1964,964,416,14375,0.33,,,1/13/2021,"$325,000","$393,250",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275026000,41310 NE GERBER MCKEE RD AMBOY,CONVENTIONAL,RANCH,2,2,1964,1612,,396832,9.11,,,7/14/2021,"$545,500","$602,778",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274136000,43211 NE 266TH AVE AMBOY,CONVENTIONAL,RANCH,2,2,1972,1200,,435600,10.00,,,7/28/2021,"$600,000","$663,000",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277746000,36505 NE 241ST AVE YACOLT,CONVENTIONAL,RANCH,2,2,1977,1318,1318,217800,5.00,,,7/30/2021,"$625,000","$690,625",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121775004,25412 NE WORTHINGTON RD YACOLT,CONVENTIONAL,RANCH,2,2,1978,1056,,121097,2.78,,,1/22/2021,"$439,900","$532,279",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278204000,36306 NE 216TH AVE YACOLT,CONVENTIONAL,RANCH,2,2,1990,1160,1160,217800,5.00,VIEW FAIR,,4/30/2021,"$590,000","$682,925",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231357000,30610 NE 245TH AVE YACOLT,CONVENTIONAL,RANCH,2+,2.5,1996,1756,1756,425581,9.77,VIEW AVERAGE,,9/15/2021,"$925,000","$989,750",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279476005,26010 NE 350TH WAY YACOLT,CONVENTIONAL,RANCH,2+,2.5,1999,1992,1196,80150,1.84,,,6/9/2021,"$477,000","$535,433",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279481000,26410 NE 356TH ST YACOLT,CONVENTIONAL,RANCH,2+,2.5,2009,2833,,217800,5.00,,,4/28/2021,"$587,500","$680,031",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277949000,21803 NE ABERNATHY RD YACOLT,CONVENTIONAL,RANCH,3,3,1975,1624,,314939,7.23,,,8/11/2021,"$635,000","$690,563",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274384000,42815 NE YALE BRIDGE RD AMBOY,CONVENTIONAL,RANCH,3,3,1990,1056,,250034,5.74,,,8/9/2021,"$400,000","$435,000",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231603000,26304 NE 319TH CIR YACOLT,CONVENTIONAL,RANCH,3,3,1994,2540,,261796,6.01,,,7/30/2021,"$750,000","$828,750",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279250000,33911 NE MYSTIC DR YACOLT,CONVENTIONAL,RANCH,3,3,1995,1312,1298,871636,20.01,VIEW AVERAGE,,10/18/2021,"$765,000","$805,163",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279025000,22014 NE WH GARNER RD YACOLT,CONVENTIONAL,RANCH,3,3,1999,1537,,24394,0.56,,,11/15/2021,"$420,000","$434,700",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276173000,37921 NE 216TH CT AMBOY,CONVENTIONAL,RANCH,3,3,2000,1914,,107593,2.47,VIEW FAIR,,9/13/2021,"$631,000","$675,170",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279669000,28013 NE FELKEL RD YACOLT,CONVENTIONAL,RANCH,3,3,2001,2140,,435600,10.00,,,11/24/2021,"$660,000","$683,100",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279242000,34510 NE AMBOY RD YACOLT,CONVENTIONAL,RANCH,3,3,2005,2182,,43560,1.00,,,2/17/2021,"$402,000","$479,385",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277281000,27915 NE THOMPSON CIR YACOLT,CONVENTIONAL,RANCH,3,3,2006,1728,1620,217800,5.00,,,3/26/2021,"$555,000","$652,125",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277497000,36101 NE ELLIOTT RD YACOLT,CONVENTIONAL,RANCH,3,3,2011,2579,,261796,6.01,,,3/24/2021,"$667,550","$784,371",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274419010,28907 NE 419TH CIR AMBOY,CONVENTIONAL,RANCH,3,3,2015,2866,,109336,2.51,,,2/16/2021,"$659,000","$785,858",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273947000,23908 NE 426TH ST AMBOY,CONVENTIONAL,RANCH,3,3,2017,1492,,217800,5.00,,,5/11/2021,"$560,000","$638,400",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232255000,26230 NE LUCIA FALLS RD YACOLT,CONVENTIONAL,RANCH,3,3,2019,1360,,38768,0.89,,,9/29/2021,"$530,000","$567,100",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277054000,28517 NE CEDAR BROOK DR YACOLT,CONVENTIONAL,RANCH,3,3,2020,1643,,588060,13.50,,,9/9/2021,"$635,000","$679,450",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279675000,28021 NE FELKEL RD YACOLT,CONVENTIONAL,RANCH,3+,3.5,1998,1730,1690,435600,10.00,VIEW AVERAGE,,8/11/2021,"$705,000","$766,688",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279680000,27603 NE 355TH CIR YACOLT,CONVENTIONAL,RANCH,3+,3.5,2000,2871,2901,217800,5.00,,,11/4/2021,"$950,000","$983,250",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276479000,23307 NE MORNING DR YACOLT,CONVENTIONAL,RANCH,3+,3.5,2006,1678,1336,391169,8.98,VIEW AVERAGE,,9/24/2021,"$830,000","$888,100",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276628000,38908 NE AMBOY RD YACOLT,CONVENTIONAL,SPLIT,2+,2.5,1919,1578,,43996,1.01,,,3/19/2021,"$455,000","$534,625",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230274000,21009 NE YACOLT MOUNTAIN RD YACOLT,CONVENTIONAL,SPLIT,3,3,2013,1149,673,223463,5.13,,,2/26/2021,"$445,000","$530,663",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276419000,39605 NE AMBOY RD YACOLT,MOBILE HOME,RANCH,2,2,1978,1792,,110642,2.54,,,6/14/2021,"$255,500","$286,799",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273288000,18110 NE CEDAR CREEK RD AMBOY,MOBILE HOME,RANCH,2,2,1982,924,,217800,5.00,,,5/12/2021,"$298,000","$339,720",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279468000,35105 NE AMBOY RD YACOLT,MOBILE HOME,RANCH,2,2,1993,1352,,261360,6.00,,,5/17/2021,"$482,000","$549,480",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276853000,38374 NE ELLIOTT RD YACOLT,MOBILE HOME,RANCH,2,2,1994,1568,,40075,0.92,,,7/21/2021,"$405,000","$447,525",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274815000,40821 NE 261ST CT AMBOY,MOBILE HOME,RANCH,3,3,1989,1440,,218236,5.01,,,8/12/2021,"$350,000","$380,625",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121775016,25207 NE WORTHINGTON RD YACOLT,MOBILE HOME,RANCH,3,3,1990,1664,,138085,3.17,,,4/1/2021,"$300,000","$347,250",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231807000,27813 NE THREE CREEK RD YACOLT,MOBILE HOME,RANCH,3,3,1993,1512,,174240,4.00,,,12/17/2021,"$500,000","$508,750",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279049000,35804 NE 229TH AVE YACOLT,MOBILE HOME,RANCH,3,3,1997,1352,,353272,8.11,,,1/15/2021,"$500,000","$605,000",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275285000,21917 NE CEDAR CREEK RD AMBOY,MOBILE HOME,RANCH,3,3,1999,1512,,43560,1.00,,,9/21/2021,"$300,000","$321,000",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275307012,22620 NE 417TH CIR AMBOY,MOBILE HOME,RANCH,3,3,1999,1782,,65340,1.50,,,10/15/2021,"$465,000","$489,413",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229406000,32902 NE BEAVER DAM RD YACOLT,MOBILE HOME,RANCH,4,4,1995,1988,,152024,3.49,,,7/19/2021,"$373,000","$412,165",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274410000,28020 NE 433RD ST AMBOY,MOBILE HOME,RANCH,5,5,2004,2718,,285754,6.56,VIEW LIMITED,,6/10/2021,"$490,000","$526,015",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229843000,24911 NE WH GARNER RD YACOLT,,,,,,,,43560,1.00,,,2/8/2021,"$99,000","$106,841",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274419012,28905 NE 419TH CIR AMBOY,,,,,,,,110207,2.53,,,6/18/2021,"$145,000","$152,308",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279288000,34402 NE 241ST AVE YACOLT,,,,,,,,183823,4.22,,,10/4/2021,"$280,000","$286,048",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275932000,18006 NE 391ST ST AMBOY,,,,,,,,216058,4.96,VIEW EXCELLENT,,5/1/2021,"$150,000","$158,640",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279477000,25610 NE 350TH WAY YACOLT,,,,,,,,220414,5.06,,,6/10/2021,"$214,000","$224,786",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279478000,25614 NE 350TH WAY YACOLT,,,,,,,,220849,5.07,,,6/10/2021,"$212,500","$223,210",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277551000,N/A,,,,,,,,237402,5.45,,,3/26/2021,"$179,000","$191,888",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986058365,N/A,,,,,,,,435600,10.00,,,11/18/2021,"$270,000","$273,888",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279232000,N/A,,,,,,,,435600,10.00,,,11/30/2021,"$370,000","$375,328",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986056507,38212 NE 179TH CT AMBOY,,,,,,,,612454,14.06,,,7/23/2021,"$300,000","$312,960",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
